time,mean,std,n_curves
0.5,0.19240983327229824,0.21656125852890973,3
1.0,0.19079526265462218,0.21928225674019225,3
1.5,0.18621190388997388,0.22711842133567137,3
2.0,0.18355560302734375,0.23163790048098157,3
2.5,0.18490826835234953,0.22956705552868661,3
3.0,0.18530410776535652,0.228830140678537,3
3.5,0.18525463591019312,0.2288551852730834,3
4.0,0.18485095351934422,0.2295048752322512,3
4.5,0.18445511162281022,0.23012752302592848,3
5.0,0.1844968174894651,0.23000174152229974,3
5.5,0.18446814020474775,0.22999083007005497,3
6.0,0.1841921185453732,0.2304068265050211,3
6.5,0.1836999257405599,0.23118876052099893,3
7.0,0.1824420938889185,0.23330539233132702,3
7.5,0.18114261825879427,0.23549411176042592,3
8.0,0.18021816263596202,0.23702865212537133,3
8.5,0.17991342395544044,0.2375006050284409,3
9.0,0.1798821811874706,0.23750698186529842,3
9.5,0.17948116113742194,0.23814530135809553,3
10.0,0.17880926032861097,0.2392439405589551,3
10.5,0.1777415350079535,0.24103938951246323,3
11.0,0.176801458001137,0.24260120956376316,3
11.5,0.176093131303787,0.2437763837160994,3
12.0,0.17635094622770933,0.24328386016194217,3
12.5,0.1764108339945473,0.24311940135811327,3
13.0,0.17647854735453902,0.242961455547784,3
13.5,0.17639262477556863,0.24304880998425699,3
14.0,0.17636656016111366,0.24303980993544677,3
14.5,0.17634048312902437,0.24303016863926014,3
15.0,0.176343157887459,0.24297815873646855,3
15.5,0.17620249340931568,0.24316698809698195,3
16.0,0.17615821212530133,0.24318879743941876,3
16.5,0.17593168218930566,0.24352601343479335,3
17.0,0.17586915940046333,0.24357289286605927,3
17.5,0.175517571469148,0.24411234150806493,3
18.0,0.17523117611805597,0.24455933497180946,3
18.5,0.17509571959575032,0.2447321019093486,3
19.0,0.174845722814401,0.24510268948713362,3
19.5,0.17460092405478167,0.24545656582841127,3
20.0,0.17419468611478803,0.2461110288212033,3
20.5,0.17374939471483233,0.24682527900502688,3
21.0,0.17322852214177464,0.2476705297577207,3
21.5,0.172728543480237,0.24847285203587197,3
22.0,0.17227541903654733,0.24920762514847675,3
22.5,0.17198894172906865,0.24964119689126035,3
23.0,0.171710304915905,0.25007479952941064,3
23.5,0.171538420021534,0.2503035236620729,3
24.0,0.1712988242506983,0.2506696452706137,3
24.5,0.170978508889675,0.25116172108945245,3
25.0,0.17053059985240301,0.25188057222068166,3
25.5,0.17012434452772165,0.25253451496413803,3
26.0,0.16976497073968233,0.2530940873744077,3
26.5,0.16926234215497968,0.25391441787389146,3
27.0,0.16867644339799903,0.25487172196265906,3
27.5,0.16798372566699968,0.2560133356645503,3
28.0,0.165783191720645,0.2597589724995841,3
28.5,0.16350193321704867,0.26365148321892534,3
29.0,0.16156441469987234,0.2669499186833516,3
29.5,0.159835249185562,0.2698758406673429,3
30.0,0.15846022963523865,0.27219659142056346,3
30.5,0.15717897315820065,0.2743554172780809,3
31.0,0.15665553510189067,0.27521224143683265,3
31.5,0.15641597410043098,0.2755715897395952,3
32.0,0.15589250127474466,0.2764278342138938,3
32.5,0.155371700723966,0.27727309333291383,3
33.0,0.15471019844214098,0.2783613818654899,3
33.5,0.15399673084418,0.2795466811875825,3
34.0,0.153389940659205,0.28054049069281795,3
34.5,0.15292113522688566,0.2812953361250882,3
35.0,0.15277793506781265,0.281495298611095,3
35.5,0.15268153945604968,0.2816072418734763,3
36.0,0.15253314872582768,0.28180920484555827,3
36.5,0.15228052437305464,0.2821976154803868,3
37.0,0.15188207228978498,0.2828314803420537,3
37.5,0.151348243157069,0.2837064218911769,3
38.0,0.15074669818083433,0.2846913396272252,3
38.5,0.150241439541181,0.28551683679861223,3
39.0,0.14975449442863467,0.28630376822506426,3
39.5,0.14919976890087103,0.2872142393765158,3
40.0,0.14898625512917835,0.2875287244863879,3
40.5,0.1486268788576123,0.28809523829832795,3
41.0,0.14786644776662167,0.2893617536515621,3
41.5,0.14713207383950566,0.2905763127977574,3
42.0,0.14627008140087103,0.29201139067449583,3
42.5,0.14504353205362966,0.2940766154896424,3
43.0,0.14346278210480998,0.2967540811029023,3
43.5,0.14211642245451597,0.29902646833000174,3
44.0,0.14134820799032866,0.30031326864274466,3
44.5,0.14035861194133734,0.3019627161343639,3
45.0,0.13949922223885866,0.3034070648853189,3
45.5,0.138533095518748,0.3050225538069142,3
46.0,0.137793481349945,0.3062464129401483,3
46.5,0.136473154028257,0.30847413542062785,3
47.0,0.13533255954583498,0.310404911530418,3
47.5,0.13448878626028668,0.31180892879588573,3
48.0,0.13416067262490602,0.3123216579811158,3
48.5,0.13375441233317067,0.31296940494921666,3
49.0,0.13391327857971166,0.3126402906154036,3
49.5,0.13372579713662466,0.3129099428736234,3
50.0,0.13317888975143435,0.3138143386687084,3
50.5,0.13267891108989702,0.3146242006756754,3
51.0,0.13210598131020868,0.3155671253727594,3
51.5,0.13196275631586699,0.31576025185299167,3
52.0,0.13179609179496768,0.31599388223024505,3
52.5,0.131574715177218,0.3163155349006024,3
53.0,0.131189281741778,0.31694082210804364,3
53.5,0.13086901108423898,0.31744713061157515,3
54.0,0.13008513549963668,0.3187407628304832,3
54.5,0.12922054032484667,0.32019451418103984,3
55.0,0.12726220488548265,0.323518871719503,3
55.5,0.12354085842768335,0.32989867474115575,3
56.0,0.12329085667928068,0.3302834676000281,3
56.5,0.12313978870709734,0.3304901135134824,3
57.0,0.12303039431571933,0.3306247278827611,3
57.5,0.12386374672253934,0.3291428602377543,3
58.0,0.12364241480827336,0.3294710949860688,3
58.5,0.12406169374783867,0.3286916709421898,3
59.0,0.12449656923611967,0.3278917250170752,3
59.5,0.12451998392740903,0.327803679133059,3
60.0,0.12434295813242602,0.3280554083855768,3
60.5,0.12418146928151434,0.32828009349509407,3
61.0,0.123811662197113,0.328871957844782,3
61.5,0.12321530779202801,0.329855173681485,3
62.0,0.12209028999010735,0.33174592879176806,3
62.5,0.121421068906784,0.3328557340151452,3
63.0,0.120874176422755,0.33374686827401795,3
63.5,0.12031164765358,0.334678553163176,3
64.0,0.11995228131612133,0.33524551638195554,3
64.5,0.11976738770802799,0.33550422544181363,3
65.0,0.11955904960632331,0.3358169551268819,3
65.5,0.11800696452458664,0.33844643588772466,3
66.0,0.11722569664319367,0.33973637930482126,3
66.5,0.11830642819404634,0.33781348625295865,3
67.0,0.119077295064926,0.33642604230625267,3
67.5,0.11917102336883532,0.3362033237051242,3
68.0,0.11950439214706432,0.33557247550991687,3
68.5,0.11962936321894334,0.33529528721448165,3
69.0,0.11991320053736365,0.33475038681303676,3
69.5,0.12004085381825767,0.33446221415867516,3
70.0,0.11990279952685033,0.3346267731508087,3
70.5,0.11948353052139267,0.3352846862331184,3
71.0,0.11808249354362499,0.3376398747443973,3
71.5,0.11682464679082234,0.3397408879347226,3
72.0,0.11520489056905132,0.3424880165682445,3
72.5,0.11397309104601566,0.344550609148938,3
73.0,0.11368664105733234,0.34497844213154627,3
73.5,0.11387415726979566,0.3446071415304361,3
74.0,0.11366319656372066,0.34491088520938024,3
74.5,0.11372829476992301,0.34473076172558087,3
75.0,0.114363739887873,0.3435778644913009,3
75.5,0.11468925078709934,0.34296041675977235,3
76.0,0.11480382084846501,0.34269515459908234,3
76.5,0.11423092087109865,0.343638007756425,3
77.0,0.11285068591435767,0.3459577625994606,3
77.5,0.11289760470390302,0.34581571651146115,3
78.0,0.11304862300554902,0.34548692776160506,3
78.5,0.11281942327817267,0.3458226503193263,3
79.0,0.112921009461085,0.34557950336978216,3
79.5,0.113105903069178,0.3452056622839963,3
80.0,0.11323349674542733,0.3449178944332781,3
80.5,0.11337414383888265,0.34460758570770855,3
81.0,0.11349391937255866,0.3443589928587026,3
81.5,0.11361894011497499,0.34407526747672124,3
82.0,0.11374913652737902,0.34378298298444837,3
82.5,0.11357987920443234,0.3440086068581707,3
83.0,0.11368141571680734,0.34376539577684734,3
83.5,0.11406683921813933,0.34301823636791945,3
84.0,0.11443923910458868,0.3423075938381775,3
84.5,0.11452778180440266,0.3420803756427648,3
85.0,0.11446007092793765,0.3421233994803672,3
85.5,0.114368915557861,0.34222038926282006,3
86.0,0.11403300364812201,0.34272076218000685,3
86.5,0.11366843183835366,0.3432775874917872,3
87.0,0.11342619856198632,0.3436292831612114,3
87.5,0.11406948169072467,0.34243634049279775,3
88.0,0.11480642358462033,0.3410947479679218,3
88.5,0.115431398153305,0.3399463790872582,3
89.0,0.11581687132517465,0.33921280547830196,3
89.5,0.11613975962003033,0.3385938108344916,3
90.0,0.11661371588706966,0.3377136647321072,3
90.5,0.11712155739466366,0.3367614624339438,3
91.0,0.11751478910446167,0.33602092277327744,3
91.5,0.11790800094604502,0.33528690029857344,3
92.0,0.11821529269218434,0.334694559285611,3
92.5,0.11832467714945466,0.33444485410213115,3
93.0,0.117577264706294,0.33568970392140196,3
93.5,0.117572069168091,0.3356377086733786,3
94.0,0.11793923377990734,0.3349487282726774,3
94.5,0.11797571182251,0.3348381668302112,3
95.0,0.11811113357543933,0.33454999543893577,3
