time,mean,std,n_curves
0.5,-0.7053283055623377,0.07922041777772952,3
1.0,-0.7032709121704103,0.07990609523834702,3
1.5,-0.711135546366374,0.0813699822358704,3
2.0,-0.7192344665527344,0.08509016236196111,3
2.5,-0.7287136713663737,0.0923142838488386,3
3.0,-0.7245731353759766,0.08942274645607971,3
3.5,-0.7240521113077801,0.08962110412407244,3
4.0,-0.7179841995239261,0.08581095074364559,3
4.5,-0.7163960138956708,0.08545264353409965,3
5.0,-0.712229092915853,0.08378814639972282,3
5.5,-0.7081664403279623,0.08269079278148338,3
6.0,-0.702047030131022,0.08230547773874274,3
6.5,-0.7140258153279624,0.08525982792397295,3
7.0,-0.7199376424153646,0.08844882336006889,3
7.5,-0.725041707356771,0.09239707712508032,3
8.0,-0.7257966995239257,0.0931143206411967,3
8.5,-0.7213436762491862,0.08983409201166742,3
9.0,-0.7159789403279623,0.08680977604536949,3
9.5,-0.7149378458658857,0.08647760423406023,3
10.0,-0.709989865620931,0.08447466899354998,3
10.5,-0.708140691121419,0.0839448028793673,3
11.0,-0.7082185745239261,0.08364357515962408,3
11.5,-0.7070989608764652,0.08333871044480798,3
12.0,-0.7060572306315104,0.08308974752054468,3
12.5,-0.7114741007486981,0.08439761280395962,3
13.0,-0.7083749771118163,0.08338354227622702,3
13.5,-0.7072292963663737,0.08272485496350643,3
14.0,-0.7008488972981771,0.081758502262127,3
14.5,-0.7023591995239257,0.08153752623154581,3
15.0,-0.7004842758178711,0.08093791246104996,3
15.5,-0.7021509806315103,0.08094629632196254,3
16.0,-0.7038180033365883,0.08111267267281484,3
16.5,-0.7087399164835614,0.08193694138872494,3
17.0,-0.7026198705037436,0.08072208091676918,3
17.5,-0.7002763748168946,0.08074715005290212,3
18.0,-0.7040259043375654,0.08085986881031668,3
18.5,-0.70522403717041,0.08090725977145509,3
19.0,-0.702333132425944,0.08051163989095882,3
19.5,-0.7010049819946286,0.08050914417930953,3
20.0,-0.7062915166219077,0.08090029489243253,3
20.5,-0.712932268778483,0.08287572428380063,3
21.0,-0.7125679651896161,0.08313453941712148,3
21.5,-0.7109270095825194,0.08270875641023218,3
22.0,-0.7166824340820309,0.08505765802143159,3
22.5,-0.7184794743855795,0.0859989761529928,3
23.0,-0.7167085011800131,0.08462889059778139,3
23.5,-0.7171252568562827,0.08472070065489272,3
24.0,-0.7139221827189127,0.0829478638074535,3
24.5,-0.7147550582885742,0.08378159374356114,3
25.0,-0.7182448705037433,0.08613416944896969,3
25.5,-0.7116820017496743,0.08239315865206351,3
26.0,-0.7157185872395834,0.08411541781106471,3
26.5,-0.715119997660319,0.08364205793635704,3
27.0,-0.7118387222290036,0.08199298331326571,3
27.5,-0.7091302871704103,0.0808689123120135,3
28.0,-0.6998071670532227,0.07918373730085454,3
28.5,-0.6972812016805013,0.07926751708156615,3
29.0,-0.712671915690104,0.08188655054925495,3
29.5,-0.7142604192097983,0.08262044915720428,3
30.0,-0.7124112447102863,0.08154198792386909,3
30.5,-0.7164220809936523,0.08340712661326043,3
31.0,-0.7175680796305337,0.08400970298336201,3
31.5,-0.7207972208658857,0.08602871756243353,3
32.0,-0.7240263621012369,0.08842267308126776,3
32.5,-0.7234010696411133,0.08785283082505244,3
33.0,-0.7186352411905923,0.08430702857258829,3
33.5,-0.7138697306315104,0.08143301421496496,3
34.0,-0.711291313171387,0.08034558766878838,3
